Date,JPMorgan_Stock_Price,JPMorgan_Stock_Volume,Dividend_Yield,VIX_Volatility_Index,Fed_Interest_Rate,US_Treasury_1Y_Rate,Financial_News_Sentiment,Social_Media_Market_Discussion_Score,CME_Option_Strike_Price,Daily_Return,Vol_Rolling_30D,Vol_Rolling_60D,Vol_Rolling_90D,GARCH_Volatility,Dividend_Growth_Rate_YoY,VIX_JPM_Corr_60D,Rate_Momentum_1Y_20D,Fed_Rate_Momentum_20D,News_Sentiment_MA7,Social_Sentiment_MA7,Actual_CME_Price,Price_Return,Moneyness,VIX_Jump,Sentiment_Vol,Yield_Spread,Paper_Original_BSM,Predicted_Vol,Method1_Hybrid,Method2_E2E,BSM_Ref,Method3_Residual
2018/1/3,86.42887878417969,11901000,0.030523002404028,9.149999618530272,1.42,1.81,0.5599248163452709,0.3106451612903226,90,0.0010192746740684,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.2170346694430641,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.3112903225806451,23.36,0,0.9603208753797743,0,5.123311855964861,0.3900000000000001,17.044577185627972,0.21435251994597182,13.656023697751095,23.33576447008592,17.6528136399035,24.124016098447903
2018/1/4,87.66700744628906,12953700,0.030523002404028,9.220000267028809,1.42,1.82,0.5599248163452709,0.3109677419354839,90,0.014325404650928,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.209644640756532,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.3112903225806451,23.83,0.01432540465092802,0.9740778605143229,0.07000064849853693,5.162506956219454,0.40000000000000013,16.960048897052147,0.21066077421115684,13.280805512916515,23.97618356371249,17.584594493014862,23.807697084126513
2018/1/5,87.10423278808594,14155000,0.030523002404028,9.220000267028809,1.42,1.8,0.5599248163452709,0.3112903225806451,90,-0.006419458,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.211777196429004,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.3112903225806451,25.055,-0.006419458,0.9678248087565104,0,5.162506956219454,0.3800000000000001,16.994603167669126,0.21154413010494022,13.400027739678073,24.24570644173574,17.612031216366837,24.08323367491124
2018/1/6,87.14710998535156,13592166.666666666,0.030523002404028,9.320000330607096,1.42,1.7966666666666666,0.5599248163452709,0.3116129032258063,90,0.000492251592066,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.2065372181446883,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.3112903225806451,24.325,0.0004922515920660064,0.9683012220594618,0.10000006357828717,5.2184994734530425,0.3766666666666667,16.99261131525003,0.2086325869579248,13.222422910688948,24.314081942378667,17.610579966890555,24.010798751982673
2018/1/9,87.6750717163086,13292300,0.030523002404028,10.079999923706056,1.42,1.78,0.5599248163452709,0.3125806451612903,90,0.0050692745167697,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.1873357577102711,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.3116129032258064,24.51,0.006058281577504765,0.97416746351454,0.7599995930989607,5.644042106041458,0.3600000000000001,16.968000090726463,0.1855828247812537,11.785344423809683,24.30831540459496,17.592473130185994,24.485232604630113
2018/1/10,88.6398696899414,15834500,0.030523002404028,9.81999969482422,1.42,1.78,0.5599248163452709,0.3129032258064516,90,0.0110042450464669,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.1830048712962027,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.3119354838709677,25.04,0.01100424504646691,0.984887440999349,-0.260000229,5.498461525635068,0.3600000000000001,16.94350690865455,0.1836215182478222,11.567167656164358,24.821117270784157,17.578604002921942,24.740393314727186
2018/1/11,89.11420440673828,13676800,0.030523002404028,9.880000114440918,1.42,1.77,0.5599248163452709,0.3132258064516129,90,0.0053512569282432,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.1838340451038598,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.312258064516129,23.85,0.005351256928243231,0.9901578267415364,0.06000041961669744,5.532057249569586,0.3500000000000001,16.94594637790521,0.18367039585536665,11.540780030103562,24.581649741407695,17.585573039682444,23.933069039211453
2018/1/12,90.58550262451172,18884200,0.030523002404028,10.15999984741211,1.42,1.78,0.5599248163452709,0.3135483870967742,90,0.016510254763181,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.1798988706892479,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.3125806451612902,24.29,0.01651025476318102,1.006505584716797,0.2799997329711914,5.688836048630206,0.3600000000000001,17.0003625500529,0.18185710130427704,11.40741042683645,25.23991477953589,17.651270409878187,24.656636540197262
2018/1/13,90.5051040649414,19838975,0.030523002404028,10.53499984741211,1.42,1.7825,0.5599248163452709,0.3138709677419354,90,-0.000887543,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.1885367209661262,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.3129032258064516,25.745,-0.000887543,1.005612267388238,0.375,5.898807854759682,0.36250000000000004,16.99494812519962,0.17809394160731093,11.17030457402015,25.409235368325962,17.645349209754066,24.868809312646754
2018/1/17,90.84278106689452,14940300,0.030523002404028,11.90999984741211,1.42,1.79,0.5599248163452709,0.3151612903225806,90,0.0064131134028353,0.0912830150624839,0.1820890174845111,0.1893752922131705,0.1679077108198496,0.1200836094300616,-0.684905297,-0.04,0,0.5599248163452709,0.3141935483870967,25.335,0.0037310271662780448,1.0093642340766058,1.375,6.66870447723443,0.3700000000000001,17.01735407698642,0.15296945345535573,9.606201740260218,25.335541779990773,17.669778568364187,24.878886193602387
